card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
362,Chained Seer,high,2,3,7,4,3,4,8,Blindfolded mystic wrapped in glowing chains.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
363,Ashen Oracle,high,3,2,6,2,6,4,8,Ash-coated priest with burning staff.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
364,Crescent Duelist,high,2,3,4,7,3,4,8,Agile fighter with dual crescent blades.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
365,Ironclad Gladiator,high,6,5,3,3,3,4,8,Gladiator covered in iron plates.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
366,Bloodspiller,high,6,6,2,3,2,4,8,Gladiator with crimson-stained armor.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
367,Chainfighter,high,3,3,7,7,2,4,11,Gladiator wielding hooked chains.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
368,Bonebreaker,high,2,3,7,6,2,4,9,Giant gladiator wielding massive bone club.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
369,Crater Brute,high,3,2,6,2,6,4,8,Monstrous humanoid with stone armor fused to skin.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
370,Moonspawn Horror,high,2,5,5,3,2,4,6,Amorphous flesh mass glowing with runes.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
371,Shadow Hulk,high,6,3,2,2,5,4,7,Black hulking humanoid with glowing red eyes.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
372,Lunar Abomination,high,3,3,3,7,5,4,9,"Stitched body, half-machine, half-flesh.",Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
373,Crystal Reaver,high,3,2,4,2,6,4,6,Beast covered in jagged lunar crystals.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
374,Void Herald,high,3,3,7,5,3,4,9,Cloaked figure with black flame crown.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
375,Eclipse Warlock,high,2,5,3,7,2,4,8,Robed caster with eclipse sigils glowing.,Elites,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
376,Hollow Bishop,high,3,7,2,6,2,4,9,"Emaciated cleric with hollowed eyes, silver staff.",Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
377,Chain Pontiff,high,3,3,5,2,6,4,7,Towering cleric wrapped in glowing chains.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
378,Ash Bishop,high,2,4,2,2,6,4,6,Ash-stained cleric glowing with embers.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
379,Blade Dancer,high,3,3,6,2,6,4,8,Graceful gladiator wielding twin curved blades.,Elites,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
380,Blood Arena Lord,high,2,6,3,3,5,4,7,"Gladiator with crimson cloak, war banner.",Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
381,Pit Beastmaster,high,6,2,2,4,3,4,6,Gladiator with chained beasts.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
382,Skullcrusher,high,2,4,6,3,3,4,7,Huge brute with spiked mace.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
383,Crystal Knight,high,6,3,6,2,2,4,8,Armored knight of crystal plating.,Elites,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
384,Prism Lancer,high,2,2,3,7,5,4,8,Cavalier with crystal lance mounted on beast.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
385,Gleam Sorcerer,high,6,3,2,3,7,4,10,Robed figure with glowing crystal crown.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
386,Shard Brute,high,3,6,2,4,2,4,6,Hulking mutant covered in shards.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
387,Crystal Stalker,high,2,5,3,6,2,4,7,Beast with crystalline claws.,Elites,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
388,Void Knight,high,2,2,4,2,6,4,6,Armored warrior wreathed in void fire.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
389,Shadow Assassin,high,3,7,7,3,3,4,11,Black-clad killer with crescent daggers.,Elites,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
390,Hollow Beast,high,6,2,2,2,4,4,6,Twisted humanoid with hollow core.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
391,Eclipse Wraith,high,2,2,2,7,7,4,10,Spirit wreathed in eclipse aura.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
392,Void Devourer,high,6,2,3,7,3,4,10,Massive humanoid with void mouth across chest.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
393,Ash Gladiator Lord,high,6,7,2,3,3,4,10,Covered in burning ash armor.,Elites,"When attacking, this unit deals damage before normal combat resolution. Enemies entering adjacent spaces must target this unit if able.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
394,Canyon Marauder King,high,2,2,6,2,6,4,7,Heavily armed warlord with jagged axe.,Elites,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
395,Bone Raider Lord,high,2,6,2,2,4,4,6,"Raider cloaked in bones, spiked spear.",Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
396,Ash Nomad Chieftain,high,6,3,2,3,6,4,8,Nomad leader with flaming scimitars.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
397,Ash High Priest,high,2,5,2,6,2,4,6,Priest draped in smoke and fire.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
398,Glyph Knight,high,3,2,5,3,7,4,9,Armored warrior etched with glowing runes.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
399,Halo Paladin,high,2,6,3,2,7,4,9,Radiant knight crowned with luminous halo.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
400,Crystal Vanguard,high,2,3,3,5,5,4,6,"Soldier clad in crystal armor, spear glowing.",Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
401,Obsidian Berserker,high,5,2,6,3,3,4,7,Hulking brute wielding obsidian axes.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
402,Oath Champion,high,2,7,5,2,2,4,8,Warrior branded with glowing vow runes.,Elites,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
403,Blood Hierophant,high,3,5,2,3,6,4,7,"Cloaked in crimson robes, knife in hand.",Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
404,Rune Exarch,high,6,6,3,3,3,4,9,"Tall figure cloaked in glyphs, staff blazing.",Elites,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
405,Halo Prelate,high,2,3,7,5,2,4,8,Radiant cleric crowned with glowing halo.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
406,Void Inquisitor,high,3,5,2,2,5,4,6,Shadow-cloaked judge with glowing eyes.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
407,Obelisk General,high,2,6,3,2,5,4,7,"Armored in stone, inscribed with runes.",Elites,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
408,Golden Strategos,high,2,2,2,4,7,4,7,Warrior in gilded armor with jeweled sword.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
409,Rune Captain,high,4,2,7,3,2,4,7,Soldier branded with glyph tattoos.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
410,Halo Commander,high,3,4,2,3,6,4,7,Radiant figure with winged helm.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
411,Void Centurion,high,2,2,2,7,4,4,7,Dark knight wielding void lance.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
412,Crystal Colossus,high,2,7,3,7,2,4,10,Giant clad in crystalline plates.,Elites,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
413,Oath Leviathan,high,3,2,2,5,5,4,6,Serpentine giant inscribed with vow runes.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
414,Halo Seraph,high,3,5,3,3,4,4,6,Radiant figure with blazing wings.,Elites,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
415,Ash Hierarch,high,2,3,5,6,3,4,7,"Cloaked in smoke and flame, mask glowing.",Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
416,Rune Pontiff,high,3,6,3,6,3,4,9,Tall figure cloaked in glyph-etched robes.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
417,Halo Exemplar,high,7,4,2,2,3,4,7,Radiant cleric crowned with blazing halo.,Elites,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
418,Void Exarch,high,3,6,3,7,2,4,10,"Dark priest cloaked in shadows, eyes glowing.",Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
419,Crystal General,high,2,5,2,2,4,4,5,"Warrior clad in crystal plates, wielding glaive.",Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
420,Golden Strategist,high,3,2,5,2,5,4,6,General clad in gold and jewels.,Elites,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
421,Obelisk Warden,high,4,2,3,5,3,4,6,"Armored in stone, glyphs glowing.",Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
422,Rune Marshal,high,2,6,3,6,3,4,8,"Soldier etched with glowing glyphs, staff spear.",Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
423,Halo Praetor,high,2,5,3,2,5,4,6,Radiant warrior with winged helm and spear.,Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
424,Bone Horror King,high,6,3,6,3,3,4,9,"Colossal skeleton crowned with skulls, crowned with bone.",Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
425,Halo Seraphim,high,4,2,2,3,7,4,7,Winged radiant figure crowned with halos.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
426,Ash Lord,high,3,4,7,3,3,4,8,Tall warlord cloaked in flame.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
427,Rune Khan,high,2,2,6,5,3,4,7,Warlord etched with glyph tattoos.,Elites,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
428,Halo Regent,high,6,2,2,3,5,4,7,Radiant ruler crowned with great halo.,Elites,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
429,Void King,high,2,6,2,2,5,4,6,"Cloaked in shadows, eyes glowing like suns.",Elites,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
430,Moonfire Adept,mid,1,1,2,2,2,3,1,Robed mage with glowing silver staff.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
431,Crystal Thaumaturge,mid,1,2,2,1,5,4,3,"Robe stitched with shards, crystal focus orb.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
432,Void Evoker,mid,5,2,5,1,2,4,5,Hooded mage with void runes etched into skin.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
433,Oracle of Chains,mid,2,3,2,1,2,3,1,Blindfolded mystic with golden chains.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
434,Eclipse Visionary,mid,2,4,1,3,1,4,2,Pale seer with eclipse eyes.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
435,Ash Prophetess,mid,2,1,3,2,2,3,1,Cloaked in ash veil.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
436,Wraith Caller,mid,2,2,5,2,1,4,3,"Figure draped in skulls, staff topped with lantern.",Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
437,Idol Binder,mid,2,1,2,5,4,4,4,Shackled summoner dragging idol fragment.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
438,Flesh Sculptor,mid,2,1,2,2,3,3,1,Hooded figure carrying bloody chisels.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
439,Venom Alchemist,mid,2,2,1,4,5,4,4,"Cloaked with vials, green mist trailing.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
440,Sporebrewer,mid,1,3,2,4,1,4,2,Fungal-covered chemist with gourds.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
441,Blood Draught Maker,mid,4,1,2,2,2,4,2,Alchemist with crimson vials strapped.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
442,Chain Engineer,mid,5,2,1,2,2,4,3,Worker with tools and glowing chains.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
443,Idol Mechanist,mid,1,1,4,4,2,4,3,Artificer fused with gears and idol cores.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
444,Crystal Tinker,mid,2,2,2,2,2,3,1,Small figure carrying crystal tools.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
445,Soul Harvester,mid,2,5,3,1,2,4,3,Tall figure carrying scythe of bone.,Specialists,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
446,Shadow Puppeteer,mid,2,5,1,1,4,4,4,Masked with shadow strings.,Specialists,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
447,Blood Soothsayer,mid,1,1,3,5,2,4,3,Crimson tattoos glowing faintly.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
448,Ash Sculptor,mid,2,2,3,2,2,4,2,"Cloaked in ashes, carrying clay idols.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
449,Eclipse Binder,mid,1,2,3,2,2,3,1,Shackled with eclipse sigils.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
450,Dream Warden,mid,2,1,3,2,2,3,1,"Hooded priest, eyes glowing silver.",Specialists,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
451,Crystal Puppeteer,mid,2,3,2,5,2,4,4,Strings of crystal shards hanging from hands.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
452,Flesh Weaver,mid,2,2,4,2,5,4,4,"Stitched robes, needle hands.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
453,Void Scribe,mid,2,1,2,4,1,4,2,Scribe with void glyphs carved on arms.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
