lore_text,mechanics_text
"Cinder Jackal — MARS BESTIARY of Eye/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Hyena — MARS BESTIARY of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Vulture — MARS BESTIARY of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Basilisk — MARS BESTIARY of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Ghoul — MARS BESTIARY of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Wraith — MARS BESTIARY of Eye/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Glyph Shade — MARS BESTIARY of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Wraith — MARS BESTIARY of Eye/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Rat — MARS BESTIARY of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Tick — MARS BESTIARY of Stone/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Scarab — MARS BESTIARY of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Spider — MARS BESTIARY of Eye/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Idol — MARS BESTIARY of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Statue — MARS BESTIARY of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obelisk Guard — MARS BESTIARY of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Flame Idol — MARS BESTIARY of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Lattice Spearman — MARS BESTIARY of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Hoplite — MARS BESTIARY of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Archer — MARS BESTIARY of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Swordsman — MARS BESTIARY of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obsidian Axe — MARS BESTIARY of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bound Hound — MARS BESTIARY of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Jackal — MARS BESTIARY of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Serpent — MARS BESTIARY of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Scorpion — MARS BESTIARY of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Vulture — MARS BESTIARY of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Rat — MARS BESTIARY of Oath/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Mite — MARS BESTIARY of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Beetle — MARS BESTIARY of Oath/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Centipede — MARS BESTIARY of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Spiderling — MARS BESTIARY of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Gold-Mask Captain — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hymncaller — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ink-Tongue — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Fire Pot Bearer — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Choir of Bone — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Desert Boar King — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Word-Eater — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Iron Gaoler — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Tyrant — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Moonblade Captain — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit Enforcer — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Silver Mask Judge — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Hierophant — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 1
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Augur — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Moon Prophet — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chained Seer — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ashen Oracle — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crescent Duelist — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ironclad Gladiator — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bloodspiller — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chainfighter — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bonebreaker — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crater Brute — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Moonspawn Horror — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shadow Hulk — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Lunar Abomination — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Reaver — ELITES of Eye/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Eye and Flux.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Herald — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Warlock — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hollow Bishop — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Pontiff — ELITES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Bishop — ELITES of Eye/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Eye and Flux.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blade Dancer — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Arena Lord — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit Beastmaster — ELITES of Stone/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Stone and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Skullcrusher — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Knight — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Prism Lancer — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Gleam Sorcerer — ELITES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shard Brute — ELITES of Wind/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Wind and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Stalker — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Knight — ELITES of Eye/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Eye and Flux.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shadow Assassin — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hollow Beast — ELITES of Stone/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Stone and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Wraith — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Devourer — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Gladiator Lord — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Canyon Marauder King — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Raider Lord — ELITES of Wind/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Wind and Flux.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
